"A","B","A->B","B->A"
"Administrative Law","Administrative Law and Public Policy","False","True"
"Monetary Economics","Monetary Economics and Banking","False","True"
"Adaptation Studies","Human Ecological Adaptation","False","True"
"Italian Morphology","Morphology (3)","False","True"
"Leadership Development","Management and Leadership Development","False","True"
"training and development","Training/Development in Organizations","False","True"
"Activism and Social Change","Activism and Social Movements","False","True"
"Sports Medicine","Sport Medicine in Athletics","False","True"
"Optimization","Mathematical Optimization II","False","True"
"accounting","Accounting Analysis","False","True"
"Gifted Child Education","Educating Persons Who Are Gifted","False","True"
"Environmental Design","Environmental Engineering Design II","False","True"
"Social Entrepreneurship","Entrepreneurial Social Ventures","False","True"
"agricultural economics","Economics of Agriculture","False","True"
"aerospace","Introduction to Aerospace","False","True"
"architectural design","Architectural Design III","False","True"
"Community Outreach","Community Outreach II: Communication","False","True"
"Anthropology Of Innovation","Economic Anthropology","False","True"
"Nervous System","Nervous System and Neuroscience II","False","True"
"Talent Management","Talent Leadership","False","True"
"acupuncture","Of Acupuncture, Medicine Men and Ayurveda: Indigenous and Non-Western Medicine in Perspective","False","True"
"Industrial Hygiene","Occupational Hygiene","False","True"
"Information Management","Business Information Management","False","True"
"Jazz Orchestra","East Bay Jazz Orchestra","False","True"
"Food and Beverage Management","Food and Beverage Production Management","False","True"
"animated art","The Art of Animation","False","True"
"ESL Teaching Methodologies","Methods in Teaching ESL","False","True"
"training and development","Introduction to Training and Development","False","True"
"Statistical Methods in Education","Statistical Analysis in Educational Research I","False","True"
"Healthcare Management","Health Care Management I","False","True"
"Sound Arts","Digital Media Arts","False","True"
"Aboriginal Studies","American Indian and Indigenous Studies Minor","False","True"
"Neurophysiology","Clinical Neurophysiology","False","True"
"climate justice","From Environmental Justice to Climate Justice: Power, Inequality, and the Natural World","False","True"
"Agricultural Science","Introduction to Graduate Research in the Agricultural Sciences","False","True"
"Body Mind Centering","Mind-Body Conditioning","False","True"
"aerospace","Advanced Aerospace Education","False","True"
"Video Editing","Advanced Video Editing","False","True"
"Digital Communications","Digital Data Communications","False","True"
"Effective Speaking","Speaking Through Performance","False","True"
"Scientific Math","Mathematics in Biology","False","True"
"training and development","Training and Management Development","False","True"
"American Culture","Studies in American Culture","False","True"
"Epidemiological Research","Epidemiology and Diseases","False","True"
"Language Arts","Language Arts and Literature","False","True"
"Information Management","Advanced Information Management","False","True"
"Geometric Modeling","Geometrical Modeling Workshop","False","True"
"Environmental Economics","Environmental Economics and Management","False","True"
"Industrial Hygiene","Industrial Hygiene and Safety Programs","False","True"
"tutoring","Supervised Tutoring","False","True"
"Ethics in Technology","Ethics of Digital Technologies","False","True"
"Statistics for The Behavioral Sciences","Statistics in Behavioral Science Research","False","True"
"Social Entrepreneurship","Entrepreneurship for Social Change","False","True"
"Dendrochronology","Dendrology of the Eastern US","False","True"
"Matrix Geometry","Matrix Algebra and Its Applications","False","True"
"Digital Communications","Digital Communication Fundamentals","False","True"
"Matrix Geometry","Matrices I","False","True"
"Differential Equations Instruction","Differential Equations ?","False","True"
"Sustainability Policy","Environmental Sustainability: Economic and Policy Analysis","False","True"
"Labor Relations","Labor Relations and the Law","False","True"
"Monetary Economics","Financial Markets and Monetary Economics","False","True"
"Environmental Adaptation","Human Adaptation to Environmental Change","False","True"
"Scientific Math","School Mathematics","False","True"
"Language Arts","Contemporary Language Arts","False","True"
"Climate Change Policy","Climate Change and Public Policy","False","True"
"Climate Change Policy","Environmental and Climate Policy","False","True"
"ESL Teaching Methodologies","Theoretical Foundations of Teaching ESL","False","True"
"Health Education","Health Education in the Community","False","True"
"tutoring","Tutoring in the Community","False","True"
"Wellness Coaching","Foundations of Health and Wellness Coaching","False","True"
"retail analytics","Consumer Analytics","False","True"
"cosmetology","Comprehensive Cosmetology","False","True"
"building construction","Building Operations","False","True"
"World History and Geography","Principles of World Geography","False","True"
"Climate Change Policy","Climate Politics and Policy","False","True"
"Statistical Methods in Education","Statistical Data Analysis in Education","False","True"
"Food and Beverage Management","Survey of Food and Beverage Management","False","True"
"career development","Career Education and Development","False","True"
"Combat","Medieval Warfare","False","True"
"american government","American Federal Government","False","True"
"Public Health Informatics","Population Health Informatics: Systematic Application to Public Health","False","True"
"training and development","Training, Developing, and Communicating","False","True"
"Stochastic Process","Random Variables and Stochastic Processes","False","True"
"Consumer Education","Consumers and the Market","False","True"
"Adolescent Development","Developing Adolescence","False","True"
"Talent Management","Talent Management for Executives","False","True"
"Digital Communications","Advanced Digital Communications","False","True"
"Visual Studies","Visual Studies Thesis Seminar","False","True"
"Introductory Science","Introductory Science Methods","False","True"
"Postcolonial Studies","Studies in Postcolonial Literature","False","True"
"Access Control","Introduction to Access","False","True"
"Science Pedagogy","Science Pedagogy I","False","True"
"Clinical Methods","Clinical Methods: Observation","False","True"
